SMILES (prior)	SMILES (after) round trip:
1603	Cc1ccc(O)c2c(O)c(S(=O)(=O)NC(=O)CC(=O)O)ccc12	Cc1ccc(O)c2c(O)c(S(=O)(=O)NC(=O)CC(=O)O)ccc12
1605	CCc1cccc(CCCC(=O)OC(=O)CC(=O)NO)c1	CCc1cccc(CCCC(=O)OC(=O)CC(=O)NO)c1
1607	CNc1nc(Cc2cnc(-c3ccc(C)[nH]3)[nH]2)cs1	CNc1nc(Cc2cnc(-c3ccc(C)[nH]3)[nH]2)cs1
1609	N#Cc1ccc2c(c1)cc(O)c1cc(C(=O)O)ccc12	N#Cc1ccc2c(c1)cc(O)c1cc(C(=O)O)ccc12
1610	O=C(O)c1cc2[nH]ccc2c(-c2cc(O)cc(O)c2)c1C(=O)O	O=C(O)c1cc2[nH]ccc2c(-c2cc(O)cc(O)c2)c1C(=O)O
1615	O=C(O)COc1cc(NC(=O)OC(=O)c2ccccc2)c2occ(O)c2c1	O=C(O)COc1cc(NC(=O)OC(=O)c2ccccc2)c2occ(O)c2c1
1616	CCCc1cc(CC)c(NC)c2c(C)ccc(OC)c12	CCCc1cc(CC)c(NC)c2c(C)ccc(OC)c12
1626	O=C(O)c1cccc2cc3ccc(F)c(O)c3c(F)c12	O=C(O)c1cccc2cc3ccc(F)c(O)c3c(F)c12
1630	CC1=CCc2c(C(=CCCc3cccc(C(=O)O)c3)C(=O)O)ccnc2C1	CC1=CCc2c(C(=CCCc3cccc(C(=O)O)c3)C(=O)O)ccnc2C1
1635	CCCc1cccc(N(CCCC(=O)O)C(=O)c2ccc(O)cc2)c1	CCCc1cccc(N(CCCC(=O)O)C(=O)c2ccc(O)cc2)c1
1637	COC(=O)NC(=O)c1ccc2cc(C)ccc2c1	COC(=O)NC(=O)c1ccc2cc(C)ccc2c1
1639	COCCc1cc2c(cc1O)c1[nH]cc(CCC(=O)O)c1c1c(O)cccc21	COCCc1cc2c(cc1O)c1[nH]cc(CCC(=O)O)c1c1c(O)cccc21
1640	CCOCc1cccc(C(=O)O)c1Cc1ccccc1OCC(=O)NC(C)=O	CCOCc1cccc(C(=O)O)c1Cc1ccccc1OCC(=O)NC(C)=O
1642	O=C(O)CC(=O)OCc1cc(Br)c(F)c(Cl)c1OC(=O)Nc1cc2c(Cl)cccc2cn1	O=C(O)CC(=O)OCc1cc(Br)c(F)c(Cl)c1OC(=O)Nc1cc2c(Cl)cccc2cn1
1646	COc1c2c(C(=O)ON=C(N)N)cccc2c(CC(=O)O)c2c(Cl)ccc(C)c12	COc1c2c(C(=O)ON=C(N)N)cccc2c(CC(=O)O)c2c(Cl)ccc(C)c12
1651	CCCC(C)(C)CC(=O)c1cc(Cl)c2nc(N)ccc2c1	CCCC(C)(C)CC(=O)c1cc(Cl)c2nc(N)ccc2c1
1653	O=C(NS(=O)(=O)c1ccc2[nH]ccc2c1)c1ccc(Cc2ccc(C(=O)O)s2)[nH]1	O=C(NS(=O)(=O)c1ccc2[nH]ccc2c1)c1ccc(Cc2ccc(C(=O)O)s2)[nH]1
1654	CCc1cccc(C(=O)O)c1-c1c(COC)c2c(Cl)cccc2c2c(Br)cccc12	CCc1cccc(C(=O)O)c1-c1c(COC)c2c(Cl)cccc2c2c(Br)cccc12
1659	COc1ccc2c(-c3ccc4cc(O)c(OC)cc4c3OC)cccc2c1	COc1ccc2c(-c3ccc4cc(O)c(OC)cc4c3OC)cccc2c1
1661	CC(C)c1cc(C(=O)O)cc(C(=O)NC(=O)Nc2cc(CC(=O)O)n(C)c2O)c1	CC(C)c1cc(C(=O)O)cc(C(=O)NC(=O)Nc2cc(CC(=O)O)n(C)c2O)c1
1662	CCCNC(O)=[N+](C(=O)CC(C)(C)C)C(=CC(=O)O)CO	CCCNC(O)=[N+](C(=O)CC(C)(C)C)C(=CC(=O)O)CO
1663	Cc1cccc2cc3c(cc12)c(Cl)cc1ccccc13	Cc1cccc2cc3c(cc12)c(Cl)cc1ccccc13
1664	O=C(O)Cc1cccc(O)c1C(=O)NC(=O)c1ccc2cc(NC(=O)C(=O)O)cc(C(=O)O)c2c1	O=C(O)Cc1cccc(O)c1C(=O)NC(=O)c1ccc2cc(NC(=O)C(=O)O)cc(C(=O)O)c2c1
1665	COC(=O)CC(=O)CC(=O)OC(=O)c1cc(CC(=O)O)c(O)cc1O	COC(=O)CC(=O)CC(=O)OC(=O)c1cc(CC(=O)O)c(O)cc1O
1669	COc1ccc2cccc(C(=O)Nc3c(O)cccc3C(=O)C(=O)O)c2c1C	COc1ccc2cccc(C(=O)Nc3c(O)cccc3C(=O)C(=O)O)c2c1C
1670	CCCCCc1ccc(O)c(Cc2c(-c3ccccc3)c[nH]c2O)c1	CCCCCc1ccc(O)c(Cc2c(-c3ccccc3)c[nH]c2O)c1
1671	COc1ccc(CCC(=O)O)c(O)c1C(=O)NC(=O)CC(=O)NC(C)=O	COc1ccc(CCC(=O)O)c(O)c1C(=O)NC(=O)CC(=O)NC(C)=O
1672	Cc1c[nH]c2c1ccc1cc3occ(CC(=O)O)c3c(C)c12	Cc1c[nH]c2c1ccc1cc3occ(CC(=O)O)c3c(C)c12
1674	C=C(Cc1ccc(O)cc1)N(CC(=O)OC(C)=O)c1ccc2c(C)c(C(=O)O)c(O)nc2c1	C=C(Cc1ccc(O)cc1)N(CC(=O)OC(C)=O)c1ccc2c(C)c(C(=O)O)c(O)nc2c1
1675	N#Cc1ccc(CC(=O)O)c(Cc2ccc(CN)c(C(=O)NS(=O)(=O)O)c2)c1I	N#Cc1ccc(CC(=O)O)c(Cc2ccc(CN)c(C(=O)NS(=O)(=O)O)c2)c1I
1676	COC(=O)NS(=O)(=O)c1ccc2cc(Cc3ccccc3)cc(O)c2c1	COC(=O)NS(=O)(=O)c1ccc2cc(Cc3ccccc3)cc(O)c2c1
1682	CC(=O)NCc1cc(C)ccc1OCCC(F)(F)Cc1ccc2ccccc2c1	CC(=O)NCc1cc(C)ccc1OCCC(F)(F)Cc1ccc2ccccc2c1
1683	C=CCc1cc(NC(=O)CC(=O)O)cc(C(=O)O)c1	C=CCc1cc(NC(=O)CC(=O)O)cc(C(=O)O)c1
1685	CSc1cc(O)c2cc3c(C)cccc3cc2c1CCC(=O)CC#N	CSc1cc(O)c2cc3c(C)cccc3cc2c1CCC(=O)CC#N
1687	CCOC(=O)NC(=O)c1c(C)ccc2ccccc12	CCOC(=O)NC(=O)c1c(C)ccc2ccccc12
1692	CCCC(=O)N(C)C(=O)Nc1cc2ccccc2c2c1CNC2	CCCC(=O)N(C)C(=O)Nc1cc2ccccc2c2c1CNC2
1693	O=C(O)c1cc(O)c(-c2cccc3ccc(S(=O)(=O)O)cc23)cc1S(=O)(=O)O	O=C(O)c1cc(O)c(-c2cccc3ccc(S(=O)(=O)O)cc23)cc1S(=O)(=O)O
1696	COc1c2c(cc(O)c1-c1cc(Cl)ccc1Cl)CCCC2	COc1c2c(cc(O)c1-c1cc(Cl)ccc1Cl)CCCC2
1697	CC(C)(C)c1ccc(C(=O)O)cc1OCC1=CCc2c(O)ccc(CO)c2C1	CC(C)(C)c1ccc(C(=O)O)cc1OCC1=CCc2c(O)ccc(CO)c2C1
1701	O=C(O)CCc1ccc(CO)c2cc(O)cc(O)c12	O=C(O)CCc1ccc(CO)c2cc(O)cc(O)c12
1702	COc1ccccc1C(=O)CN(c1ccc(C(=O)O)cc1)C(C)(C)C	COc1ccccc1C(=O)CN(c1ccc(C(=O)O)cc1)C(C)(C)C
1703	O=C(O)CC(O)=NCC(=O)c1ccc2ccc(O)cc2c1C(=O)O	O=C(O)CC(O)=NCC(=O)c1ccc2ccc(O)cc2c1C(=O)O
1704	CCCCOC(=O)CCC(=O)Oc1c(CCO)ccc2cccc(OCCC)c12	CCCCOC(=O)CCC(=O)Oc1c(CCO)ccc2cccc(OCCC)c12
1706	COc1c(Cl)cc2c(-c3ccccc3)c3cc(C)ccc3c(OC)c2c1O	COc1c(Cl)cc2c(-c3ccccc3)c3cc(C)ccc3c(OC)c2c1O
1707	COc1cc(I)c(CCC#N)cc1C(C)(C)c1cccc(C(=O)O)c1	COc1cc(I)c(CCC#N)cc1C(C)(C)c1cccc(C(=O)O)c1
1711	CCC(=O)NC(=O)Nc1cc(C)oc1-c1cc(O)cc2c(C)c3cc(O)c(C(=O)O)cc3c(O)c12	CCC(=O)NC(=O)Nc1cc(C)oc1-c1cc(O)cc2c(C)c3cc(O)c(C(=O)O)cc3c(O)c12
1716	NC(N)=[N+](C(=O)CCCNc1cccc(C(=O)OC(=O)CC(=O)O)c1)C(=O)CCC(=O)O	NC(N)=[N+](C(=O)CCCNc1cccc(C(=O)OC(=O)CC(=O)O)c1)C(=O)CCC(=O)O
1721	CCC(=O)N(C(=O)OCC(=CC(C)(C)O)c1cccc2cc3[nH]ccc3cc12)c1ccccc1	CCC(=O)N(C(=O)OCC(=CC(C)(C)O)c1cccc2cc3[nH]ccc3cc12)c1ccccc1
1722	O=C(Cc1ccc(C(=O)O)cc1)OC(=O)c1cccc2c(Cl)cccc12	O=C(Cc1ccc(C(=O)O)cc1)OC(=O)c1cccc2c(Cl)cccc12
1725	N=C(O)N(C(=O)c1ccc(O)c2ccc(C(=O)O)cc12)c1ccsc1C(=O)O	N=C(O)N(C(=O)c1ccc(O)c2ccc(C(=O)O)cc12)c1ccsc1C(=O)O
1730	OC1=C(Cc2ccccc2Cl)Cc2c(O)nc(O)c(O)c2C1	OC1=C(Cc2ccccc2Cl)Cc2c(O)nc(O)c(O)c2C1
1733	CCCCNc1c(CCCC(=O)OC(C)=O)ccc(O)c1OCC	CCCCNc1c(CCCC(=O)OC(C)=O)ccc(O)c1OCC
1734	CCOC(=O)CC(=O)N(C(N)=O)C(=O)CCCCC(=O)O	CCOC(=O)CC(=O)N(C(N)=O)C(=O)CCCCC(=O)O
1735	Cc1cc(Cc2cc(O)[nH]c2-c2cc(O)c(CO)cc2O)c(O)n1CC(=O)O	Cc1cc(Cc2cc(O)[nH]c2-c2cc(O)c(CO)cc2O)c(O)n1CC(=O)O
1736	Fc1ccc(Oc2ccccc2-c2cccnc2)cc1	Fc1ccc(Oc2ccccc2-c2cccnc2)cc1
1737	N=C(O)c1cc2cc(N)cc(S(=O)(=O)OC(=O)CC(=O)c3ccccc3)c2cc1N	N=C(O)c1cc2cc(N)cc(S(=O)(=O)OC(=O)CC(=O)c3ccccc3)c2cc1N
1738	Fc1ccccc1CCOc1c(Cl)c2oc3c(Cl)cccc3c2c2cc[nH]c12	Fc1ccccc1CCOc1c(Cl)c2oc3c(Cl)cccc3c2c2cc[nH]c12
1743	COc1c(F)ccc(C(=O)O)c1OCC(=O)NC(=O)C(=CCCO)C(N)=O	COc1c(F)ccc(C(=O)O)c1OCC(=O)NC(=O)C(=CCCO)C(N)=O
1746	O=C(O)c1cc2ccc(-c3ccccc3[N+](=O)[O-])cc2c(O)c1Nc1cccc2c(Cl)cccc12	O=C(O)c1cc2ccc(-c3ccccc3[N+](=O)[O-])cc2c(O)c1Nc1cccc2c(Cl)cccc12
1756	Cc1cccc2nc(C(=O)NC(=O)NS(=O)(=O)O)ccc12	Cc1cccc2nc(C(=O)NC(=O)NS(=O)(=O)O)ccc12
1757	CCCCCCC(=O)NC(=O)NC(=O)c1ccccc1CC	CCCCCCC(=O)NC(=O)NC(=O)c1ccccc1CC
1760	CC(C)(c1ccc2cc(C(=O)O)cc(CCN)c2c1)c1cc(Cl)c2cnoc2c1Cl	CC(C)(c1ccc2cc(C(=O)O)cc(CCN)c2c1)c1cc(Cl)c2cnoc2c1Cl
1766	COc1cc(Cl)cc(C(NC(=O)CC(=O)O)=C(C)C(C)=CC(=O)OC(=O)CC(=O)O)c1	COc1cc(Cl)cc(C(NC(=O)CC(=O)O)=C(C)C(C)=CC(=O)OC(=O)CC(=O)O)c1
1769	Cc1cc2c(C(=O)O)c(C(=O)O)cc(Oc3ccccc3)c2[nH]1	Cc1cc2c(C(=O)O)c(C(=O)O)cc(Oc3ccccc3)c2[nH]1
1774	NC(=O)c1cc(O)cc(C(=O)O)c1-c1cc2ccc3c(c2cc1CCO)CCCC3	NC(=O)c1cc(O)cc(C(=O)O)c1-c1cc2ccc3c(c2cc1CCO)CCCC3
1776	Cc1ccc(-c2cc(O)cc3ccccc23)nc1O	Cc1ccc(-c2cc(O)cc3ccccc23)nc1O
1779	CC(=CC(=O)c1cc(O)c(CC(=O)O)c(C)c1O)C(=O)OC(=O)c1ccccc1CC(=O)O	CC(=CC(=O)c1cc(O)c(CC(=O)O)c(C)c1O)C(=O)OC(=O)c1ccccc1CC(=O)O
1780	CCc1[nH]ccc1C(=O)Oc1c(O)[nH]c2cccc(Cl)c12	CCc1[nH]ccc1C(=O)Oc1c(O)[nH]c2cccc(Cl)c12
1781	CCCCc1ccc2c(OCC)c(C(C)(C)CCCC)cc(O)c2c1	CCCCc1ccc2c(OCC)c(C(C)(C)CCCC)cc(O)c2c1
1782	Cc1cc(C(C)(C)N)ccc1NCc1nc2c(ccc3ccccc32)o1	Cc1cc(C(C)(C)N)ccc1NCc1nc2c(ccc3ccccc32)o1
1784	CC(C)(C)c1cc(C(=O)O)ccc1-c1ccc(C(=O)O)c(F)c1	CC(C)(C)c1cc(C(=O)O)ccc1-c1ccc(C(=O)O)c(F)c1
1785	CCOCc1c[nH]c(-c2ccc(-c3ccc4ccn(C)c4c3CO)cc2)c1	CCOCc1c[nH]c(-c2ccc(-c3ccc4ccn(C)c4c3CO)cc2)c1
1786	CCOC(=O)CC(=O)OCc1cc(C)c(CC(=O)NC(=O)CO)c2cc(C(=O)O)c(O)cc12	CCOC(=O)CC(=O)OCc1cc(C)c(CC(=O)NC(=O)CO)c2cc(C(=O)O)c(O)cc12
1787	CCCCCc1c(N)ccc(-c2[nH]ccc2C)c1OCC(=O)O	CCCCCc1c(N)ccc(-c2[nH]ccc2C)c1OCC(=O)O
1790	Nc1cc(Cc2cc(O)[nH]c2O)cc(C(=O)O)c1	Nc1cc(Cc2cc(O)[nH]c2O)cc(C(=O)O)c1
1794	CC(=O)NC(=O)Nc1cc2cccc(O)c2cc1CCC(=O)O	CC(=O)NC(=O)Nc1cc2cccc(O)c2cc1CCC(=O)O
1795	O=C(CCC1CCCCC1)NC(=O)Nc1cc(O)cc2ccccc12	O=C(CCC1CCCCC1)NC(=O)Nc1cc(O)cc2ccccc12
1799	CCc1cccc(C)c1C(=O)OC(=O)c1ccccc1O	CCc1cccc(C)c1C(=O)OC(=O)c1ccccc1O
1800	COCc1c(CC(=O)O)ccc2c1[nH]c1c(C(=O)O)c(O)c(O)cc12	COCc1c(CC(=O)O)ccc2c1[nH]c1c(C(=O)O)c(O)c(O)cc12
1804	CCCc1cc2c(NC(=O)OC(=O)CCC(=O)O)c(Cl)c(F)c(O)c2c(OC)c1OC	CCCc1cc2c(NC(=O)OC(=O)CCC(=O)O)c(Cl)c(F)c(O)c2c(OC)c1OC
1806	Cc1ccc(C(=CC(=O)O)c2ccccc2C(=O)O)cc1O	Cc1ccc(C(=CC(=O)O)c2ccccc2C(=O)O)cc1O
1810	CCOC(=O)c1ccc(-c2cc(F)ccc2N)c2c(N)cc(C)c(CC(=O)O)c12	CCOC(=O)c1ccc(-c2cc(F)ccc2N)c2c(N)cc(C)c(CC(=O)O)c12
1811	CCOC(=O)NC(=O)Nc1ccc(CCC(=O)O)cc1O	CCOC(=O)NC(=O)Nc1ccc(CCC(=O)O)cc1O
1813	Cc1ccccc1NC(=O)NS(=O)(=O)c1csc(COc2ccccc2)c1	Cc1ccccc1NC(=O)NS(=O)(=O)c1csc(COc2ccccc2)c1
1814	COc1c(Br)c(C(=O)CC(=O)O)cc2cc(O)cc(Cc3c[nH]c(-c4ccc[nH]4)c3)c12	COc1c(Br)c(C(=O)CC(=O)O)cc2cc(O)cc(Cc3c[nH]c(-c4ccc[nH]4)c3)c12
1815	O=C(O)C=C(CC(=O)O)NCc1ccc(CO)c2cc(O)ccc12	O=C(O)C=C(CC(=O)O)NCc1ccc(CO)c2cc(O)ccc12
1818	CCOS(=O)(=O)Cc1ccccc1-c1ccc(-c2ccnc(O)c2)c2[nH]ccc12	CCOS(=O)(=O)Cc1ccccc1-c1ccc(-c2ccnc(O)c2)c2[nH]ccc12
1819	Cc1cccc2cc3c(cc12)c(O)cc1nc(O)c(C(=O)O)cc13	Cc1cccc2cc3c(cc12)c(O)cc1nc(O)c(C(=O)O)cc13
1824	O=C(O)c1cc(OCc2ccc(O)cc2)c2ccccc2c1	O=C(O)c1cc(OCc2ccc(O)cc2)c2ccccc2c1
1827	Cc1c([N+](=O)[O-])c(CC(O)=Nc2ccccc2)cc2ccccc12	Cc1c([N+](=O)[O-])c(CC(O)=Nc2ccccc2)cc2ccccc12
1828	O=[N+]([O-])Cc1ccccc1-c1ccc(O)c2cc(O)ccc12	O=[N+]([O-])Cc1ccccc1-c1ccc(O)c2cc(O)ccc12
1832	CC(C)(C)c1ccccc1-c1cccc(S(=O)(=O)O)c1	CC(C)(C)c1ccccc1-c1cccc(S(=O)(=O)O)c1
1833	O=C(O)C(=O)c1c(C=C(Cc2ccsc2)C(=O)O)ccc2ccccc12	O=C(O)C(=O)c1c(C=C(Cc2ccsc2)C(=O)O)ccc2ccccc12
1834	COc1cc(CC(=O)O)cc(O)c1-c1cnc(OC)c(C2=CCc3ncccc3C2)c1	COc1cc(CC(=O)O)cc(O)c1-c1cnc(OC)c(C2=CCc3ncccc3C2)c1
1836	CCCOc1c(OC(=O)CCC(=O)O)cc(O)c(COC(C)=O)c1OC	CCCOc1c(OC(=O)CCC(=O)O)cc(O)c(COC(C)=O)c1OC
1840	O=[N+]([O-])c1cccc2c(-c3cccc(O)c3)cccc12	O=[N+]([O-])c1cccc2c(-c3cccc(O)c3)cccc12
1841	O=C(O)c1ccc(O)c2oc3cc(Cl)ccc3c12	O=C(O)c1ccc(O)c2oc3cc(Cl)ccc3c12
1842	CC(=O)c1cc2c(CCCO)ccc(C(=O)O)c2c2c1CCCC2	CC(=O)c1cc2c(CCCO)ccc(C(=O)O)c2c2c1CCCC2
1844	CC(C)(C)N(c1ccccc1)c1ccccc1C#N	CC(C)(C)N(c1ccccc1)c1ccccc1C#N
1846	CNCCc1cc2c(c(-c3cc(O)cc4c(CC(=O)O)cccc34)c1)CC(C)=CC2	CNCCc1cc2c(c(-c3cc(O)cc4c(CC(=O)O)cccc34)c1)CC(C)=CC2
1847	O=C(O)C1=CC(=O)c2cc3[nH]c4cc(F)ccc4c3cc2C1=O	O=C(O)C1=CC(=O)c2cc3[nH]c4cc(F)ccc4c3cc2C1=O
1848	COC(=O)c1ccc(Cc2ccn(CCC(=O)O)c2C(=O)O)c(C(OC(N)=O)=C(O)C(O)=NO)c1	COC(=O)c1ccc(Cc2ccn(CCC(=O)O)c2C(=O)O)c(C(OC(N)=O)=C(O)C(O)=NO)c1
1849	C=C(CC(C)(C)c1ccc(C(=O)O)c(O)c1)c1ccc(F)cc1O	C=C(CC(C)(C)c1ccc(C(=O)O)c(O)c1)c1ccc(F)cc1O
1852	Oc1ccc(Cc2cccc3c2CC=CC3)n1O	Oc1ccc(Cc2cccc3c2CC=CC3)n1O
1853	O=C(O)CCC(=O)Nc1c(O)cc2occc2c1Cl	O=C(O)CCC(=O)Nc1c(O)cc2occc2c1Cl
1855	CC(=O)Oc1ccc(O)cc1Cc1c(C)ccc2ccccc12	CC(=O)Oc1ccc(O)cc1Cc1c(C)ccc2ccccc12
1856	CCc1c(O)cc(O)cc1-c1c(CCOC)cccc1C(=O)O	CCc1c(O)cc(O)cc1-c1c(CCOC)cccc1C(=O)O
1858	CC(=O)Nc1c2cc[nH]c2cc2c(C(=O)O)c(C(=O)c3cc(Br)c[nH]3)ccc12	CC(=O)Nc1c2cc[nH]c2cc2c(C(=O)O)c(C(=O)c3cc(Br)c[nH]3)ccc12
1860	CCOc1c(-c2ccc(OC)c(C(=O)O)c2)c(Cl)c(OC)c2c(C)ccc(OC(C)C)c12	CCOc1c(-c2ccc(OC)c(C(=O)O)c2)c(Cl)c(OC)c2c(C)ccc(OC(C)C)c12
1861	CCCCOc1cc2c(Cl)ccc(O)c2cc1OC	CCCCOc1cc2c(Cl)ccc(O)c2cc1OC
1862	COc1cccc2cc(Cc3csc(C(=O)NC(=O)CC(=O)O)c3)ccc12	COc1cccc2cc(Cc3csc(C(=O)NC(=O)CC(=O)O)c3)ccc12
1863	COc1cccc(NC2=NCc3ccccc3N2)c1	COc1cccc(NC2=NCc3ccccc3N2)c1
1864	O=C(O)CCc1c(O)cc2c(ccc3ccc(Cl)cc32)c1CC(=O)NC(=O)CO	O=C(O)CCc1c(O)cc2c(ccc3ccc(Cl)cc32)c1CC(=O)NC(=O)CO
1868	O=C(c1ccc(O)cc1)c1cccc2ccccc12	O=C(c1ccc(O)cc1)c1cccc2ccccc12
1873	O=C(O)c1cc2ccc3cc(Cl)ccc3c2cc1O	O=C(O)c1cc2ccc3cc(Cl)ccc3c2cc1O
1875	Oc1cc2c(COCCCCc3cc(O)c(O)nc3O)c[nH]c2cc1Cl	Oc1cc2c(COCCCCc3cc(O)c(O)nc3O)c[nH]c2cc1Cl
1876	CCCCCOC(=O)Cc1cc(Cl)c(-c2cc(O)cc(O)c2CNC(=O)CC(=O)O)c(O)c1O	CCCCCOC(=O)Cc1cc(Cl)c(-c2cc(O)cc(O)c2CNC(=O)CC(=O)O)c(O)c1O
1878	COCCOc1c(CC(=O)NO)c(C(=O)O)c(O)c2cc(F)ccc12	COCCOc1c(CC(=O)NO)c(C(=O)O)c(O)c2cc(F)ccc12
1879	COCC(=CC(N)=O)NC(C)=CCCc1ccc(CCO)o1	COCC(=CC(N)=O)NC(C)=CCCc1ccc(CCO)o1
1880	CCCCCc1c(O)ccc2cc(C(=O)O)c(C(=O)C(=CCC#N)C(=O)OC(=O)CNCC)cc12	CCCCCc1c(O)ccc2cc(C(=O)O)c(C(=O)C(=CCC#N)C(=O)OC(=O)CNCC)cc12
1883	CC(C)CCn1c(C(=O)Nc2cc(O)cc(O)c2Cl)cc2ccccc21	CC(C)CCn1c(C(=O)Nc2cc(O)cc(O)c2Cl)cc2ccccc21
1884	O=C(O)Cc1c(Cl)c2cc(O)cc(Cl)c2c2c(=O)c(C(=O)O)cn(C(=O)O)c12	O=C(O)Cc1c(Cl)c2cc(O)cc(Cl)c2c2c(=O)c(C(=O)O)cn(C(=O)O)c12
1886	CC(C)(CCS)c1cc(C(F)(F)F)c2c(C(=O)O)cc(CC(=O)O)cc2c1O	CC(C)(CCS)c1cc(C(F)(F)F)c2c(C(=O)O)cc(CC(=O)O)cc2c1O
1887	O=C(O)CCc1cc2c(c(O)c1C(=O)O)c(Nc1cc[nH]c1)c(Cl)c1ncc(C(=O)O)cc12	O=C(O)CCc1cc2c(c(O)c1C(=O)O)c(Nc1cc[nH]c1)c(Cl)c1ncc(C(=O)O)cc12
1888	CCc1c(COC(=O)C(C)C)ccc(Cl)c1C(=O)O	CCc1c(COC(=O)C(C)C)ccc(Cl)c1C(=O)O
1889	O=C(Cc1c(Cl)ccc(Cl)c1O)NC(=O)OCCO	O=C(Cc1c(Cl)ccc(Cl)c1O)NC(=O)OCCO
1894	CCc1ccc(C(=O)O)c(CC(C)=Cc2cc(C(=O)O)c3cc(C(=O)O)ccc3c2)c1CC	CCc1ccc(C(=O)O)c(CC(C)=Cc2cc(C(=O)O)c3cc(C(=O)O)ccc3c2)c1CC
1902	CCOC(=O)Nc1cc(OC)cc2c(CO)c(O)[nH]c12	CCOC(=O)Nc1cc(OC)cc2c(CO)c(O)[nH]c12
1905	CCCCCCOC(=CC(O)=NO)c1cc2ccccc2[nH]1	CCCCCCOC(=CC(O)=NO)c1cc2ccccc2[nH]1
1909	CCCc1ccc2cc(C(=O)O)c(C(=Cc3ccccc3)c3ccoc3CC)cc2c1	CCCc1ccc2cc(C(=O)O)c(C(=Cc3ccccc3)c3ccoc3CC)cc2c1
1916	COC(=O)Cc1cc2cccc(C(=O)OC(=O)Nc3ccccc3N)c2cc1C	COC(=O)Cc1cc2cccc(C(=O)OC(=O)Nc3ccccc3N)c2cc1C
1927	Cc1ccnc2c1cc(O)c1ccc(O)c(-c3ccccc3)c12	Cc1ccnc2c1cc(O)c1ccc(O)c(-c3ccccc3)c12
1931	Cc1cc(COC(=O)c2ccccc2)cc(-c2cc(O)c(O)nc2CO)c1C=O	Cc1cc(COC(=O)c2ccccc2)cc(-c2cc(O)c(O)nc2CO)c1C=O
1933	COc1cc(O)c2c(-c3ccc(C(=O)O)cc3C(=N)N)coc2c1	COc1cc(O)c2c(-c3ccc(C(=O)O)cc3C(=N)N)coc2c1
1938	O=C(O)CCS(=O)(=O)c1ccc2c(O)cc(OCC(=O)O)cc2c1	O=C(O)CCS(=O)(=O)c1ccc2c(O)cc(OCC(=O)O)cc2c1
1940	O=C(O)CCC(=O)N(C(=O)c1c2ccccc2cc2ccc(F)c(Cl)c12)S(=O)(=O)O	O=C(O)CCC(=O)N(C(=O)c1c2ccccc2cc2ccc(F)c(Cl)c12)S(=O)(=O)O
1943	CCCOc1c(O)cccc1C(=CCOC)Cc1cccc(OC)c1	CCCOc1c(O)cccc1C(=CCOC)Cc1cccc(OC)c1
1945	Cc1cc2cc(C(=O)OC(=O)COCc3ccc(-c4ccccc4O)o3)ccc2c2ccccc12	Cc1cc2cc(C(=O)OC(=O)COCc3ccc(-c4ccccc4O)o3)ccc2c2ccccc12
1946	CC(=O)NC(=O)CCc1c(Cl)ccc(C(C(=O)O)C(=O)O)c1Cl	CC(=O)NC(=O)CCc1c(Cl)ccc(C(C(=O)O)C(=O)O)c1Cl
1947	O=C(O)CCc1c(NC(=O)NC(=O)NC(=O)CC(=O)O)cccc1C(F)(F)C(=O)O	O=C(O)CCc1c(NC(=O)NC(=O)NC(=O)CC(=O)O)cccc1C(F)(F)C(=O)O
1950	COC(=O)c1ccc2c(c1)c(C(=O)O)cc1ccccc12	COC(=O)c1ccc2c(c1)c(C(=O)O)cc1ccccc12
1952	CC(C)(CCC#N)c1cccc(-c2c(O)cccc2C(=O)O)c1Cl	CC(C)(CCC#N)c1cccc(-c2c(O)cccc2C(=O)O)c1Cl
1955	C=Cc1cc(O)c(-c2cc(CCC(=O)O)c[nH]2)c2[nH]cc(NC(=O)NC(=O)O)c12	C=Cc1cc(O)c(-c2cc(CCC(=O)O)c[nH]2)c2[nH]cc(NC(=O)NC(=O)O)c12
1960	CCc1ccc2cc3c(c(CC(=O)O)c2c1)CC=C3c1cc(C(=O)O)c(O)[nH]1	CCc1ccc2cc3c(c(CC(=O)O)c2c1)CC=C3c1cc(C(=O)O)c(O)[nH]1
1962	COC1=CCc2c(O)cc(C(=O)O)c3c2c1c(C(=O)O)c1occc13	COC1=CCc2c(O)cc(C(=O)O)c3c2c1c(C(=O)O)c1occc13
1963	CNc1c(CC(C)(C)c2cc3[nH]ccc3c3cc(N)[nH]c23)c(O)c2ccccc2c1CC(=O)O	CNc1c(CC(C)(C)c2cc3[nH]ccc3c3cc(N)[nH]c23)c(O)c2ccccc2c1CC(=O)O
1968	CSc1ccc(CC(=O)O)c(Cl)c1-c1cccc2ccc(C(=O)O)cc12	CSc1ccc(CC(=O)O)c(Cl)c1-c1cccc2ccc(C(=O)O)cc12
1973	CC(=O)OC(=O)c1cc(F)c(O)cc1CCCc1c(F)ccc(O)c1C(=O)O	CC(=O)OC(=O)c1cc(F)c(O)cc1CCCc1c(F)ccc(O)c1C(=O)O
1975	O=Cc1c(C(=O)O)cc(C(=O)O)c(C(=O)c2cc(O)cc(C(=O)O)c2C(=O)O)c1O	O=Cc1c(C(=O)O)cc(C(=O)O)c(C(=O)c2cc(O)cc(C(=O)O)c2C(=O)O)c1O
