SMILES (prior)	SMILES (after) round trip:
1500	COC1=CCc2c(O)c(C(=O)OC(C)=O)cc(O)c2[C@H]1F	COC1=CCc2c(O)c(C(=O)OC(C)=O)cc(O)c2C1F
1501	C=C(C(=O)O)/C(O)=N\c1ccc2cc(NC(=O)OCC)c(F)cc2c1C	C=C(C(=O)O)C(O)=Nc1ccc2cc(NC(=O)OCC)c(F)cc2c1C
1506	CCC[C@@H](OC)[C@@](C(=O)O)(c1ccc[nH]1)c1ccc(CCCC(=O)O)c2[nH]ccc12	CCCC(OC)C(C(=O)O)(c1ccc[nH]1)c1ccc(CCCC(=O)O)c2[nH]ccc12
1508	CC(=O)O[C@H](Cc1cc(C(=O)O)[nH]c1O)c1ccccc1	CC(=O)OC(Cc1cc(C(=O)O)[nH]c1O)c1ccccc1
1509	CN/C(Cc1ccc(C)cc1)=N/Cc1ccc(C[C@@H](O)COc2ccc(C)n2C)cc1	CNC(Cc1ccc(C)cc1)=NCc1ccc(CC(O)COc2ccc(C)n2C)cc1
1510	COCc1c2c(c(C)c3c1CC(OC)=C1CC=C(C)[C@@H](CC(=O)O)[C@H]13)[C@H](O)C(C(=O)O)=CC2	COCc1c2c(c(C)c3c1CC(OC)=C1CC=C(C)C(CC(=O)O)C13)C(O)C(C(=O)O)=CC2
1512	CO[C@@H]1C[C@@H](O)Nc2c1c1ccoc1c1c2oc2cccc(N)c21	COC1CC(O)Nc2c1c1ccoc1c1c2oc2cccc(N)c21
1513	C[C@H](CO)c1c(CCBr)cc(Cl)c2c1[C@@H](O)N=C(O)[C@@H]2c1c(O)cc([C@H](O)CCC(=O)O)cc1O	CC(CO)c1c(CCBr)cc(Cl)c2c1C(O)N=C(O)C2c1c(O)cc(C(O)CCC(=O)O)cc1O
1514	C=C[C@@](C)(O)c1c(CC(C)(C)O)cc(CO)c2cc([C@@H](O)Cc3cccc(C(=O)O)c3)ccc12	C=CC(C)(O)c1c(CC(C)(C)O)cc(CO)c2cc(C(O)Cc3cccc(C(=O)O)c3)ccc12
1515	CCCOC(=O)CC[C@@H](CC)[C@H](N)Cn1ccc(C)c1C	CCCOC(=O)CCC(CC)C(N)Cn1ccc(C)c1C
1516	CCc1c([C@@H](C(=O)O)C(C)(C)Cc2ccccc2)ccc(S(N)(=O)=O)c1NC(=O)CC(=O)O	CCc1c(C(C(=O)O)C(C)(C)Cc2ccccc2)ccc(S(N)(=O)=O)c1NC(=O)CC(=O)O
1517	COCC/C=C\CO[C@H]1C=C[C@H](C(=O)O)c2c(C)cccc21	COCCC=CCOC1C=CC(C(=O)O)c2c(C)cccc21
1518	CC[C@H](OC(C)=O)c1ccc2c(C)c(O)n(C)c2c1-c1c(O)ccc2c1CC=CC2	CCC(OC(C)=O)c1ccc2c(C)c(O)n(C)c2c1-c1c(O)ccc2c1CC=CC2
1519	C/C=C\Cc1cc(C(=O)O)c2c3c(c(O)cc2c1C(C)C)CC=C[C@H]3O	CC=CCc1cc(C(=O)O)c2c3c(c(O)cc2c1C(C)C)CC=CC3O
1520	CO[C@H]1C=C(CCC(=O)O)Cc2cccc(-c3c(C(=O)O)ccc4cc(C)ccc34)c21	COC1C=C(CCC(=O)O)Cc2cccc(-c3c(C(=O)O)ccc4cc(C)ccc34)c21
1523	O=C(O)/C=C/c1cccc(Cl)c1C(=O)NC(=O)c1ccccc1C(=O)O	O=C(O)C=Cc1cccc(Cl)c1C(=O)NC(=O)c1ccccc1C(=O)O
1524	C=C(O)/N=C(/O)CNC(=O)C1=C[C@@H](O)C(CCCc2ccccc2)=CC1=O	C=C(O)N=C(O)CNC(=O)C1=CC(O)C(CCCc2ccccc2)=CC1=O
1525	CCCCCCCO/N=C(/CP(=O)(O)O)[C@@H](O)CN/C=C/[C@H](OCC(N)=O)c1ccc(O)cc1	CCCCCCCON=C(CP(=O)(O)O)C(O)CNC=CC(OCC(N)=O)c1ccc(O)cc1
1526	Cc1ccccc1[C@H](CC(=O)O)/N=C1/C=C(O)C=C(O)C1	Cc1ccccc1C(CC(=O)O)N=C1C=C(O)C=C(O)C1
1527	C[C@H](Cl)Cc1cccc2cc(O)cc(C(=O)CC(=O)NC(=O)[C@@H](N)C(=O)O)c12	CC(Cl)Cc1cccc2cc(O)cc(C(=O)CC(=O)NC(=O)C(N)C(=O)O)c12
1528	CCc1c(O)cc(O)c(C(C)C)c1[C@H]1C=CC(CCOC)=CC1	CCc1c(O)cc(O)c(C(C)C)c1C1C=CC(CCOC)=CC1
1531	C=CC/C=C/CC(F)(F)c1cc(O)cc(OC(=O)CC(=O)OCC)c1	C=CCC=CCC(F)(F)c1cc(O)cc(OC(=O)CC(=O)OCC)c1
1534	COc1cc(/C=C2/C(F)=C(O)C=C[C@H]2O)c(CO)cc1Oc1cc2c(Cl)cccc2[nH]1	COc1cc(C=C2C(F)=C(O)C=CC2O)c(CO)cc1Oc1cc2c(Cl)cccc2[nH]1
1537	CCOc1cc2c(cc1C[C@@H](Cl)Oc1ccccc1OC(C)=O)CC=CC2	CCOc1cc2c(cc1CC(Cl)Oc1ccccc1OC(C)=O)CC=CC2
1538	CCC(=O)/C=C/Cc1cc2c(c(C(=O)O)c1)[C@@H](O)C=CC2	CCC(=O)C=CCc1cc2c(c(C(=O)O)c1)C(O)C=CC2
1539	O=C(O)c1cc2ccc(N/C=C(/I)c3ccc(O)cc3)cc2c2oc3ccccc3c12	O=C(O)c1cc2ccc(NC=C(I)c3ccc(O)cc3)cc2c2oc3ccccc3c12
1541	CCC1=CCc2c(CCO)c(CN)cc(CC(=O)O)c2[C@H]1c1cc[nH]c1	CCC1=CCc2c(CCO)c(CN)cc(CC(=O)O)c2C1c1cc[nH]c1
1546	CC(C)c1ccn(C)c1S(=O)(=O)N[C@H](C(=O)NC(=O)c1ccc(F)cc1)S(N)(=O)=O	CC(C)c1ccn(C)c1S(=O)(=O)NC(C(=O)NC(=O)c1ccc(F)cc1)S(N)(=O)=O
1547	CC(C)/C=C\CNc1ccc(C#N)cc1OCc1ccc(O)cc1CC(=O)O	CC(C)C=CCNc1ccc(C#N)cc1OCc1ccc(O)cc1CC(=O)O
1555	CCCCCC(=O)OC(=O)C(=C(CO)/N=C(/O)CO)[C@@H](C(CC)=C(C)C)c1ccc(O)cc1	CCCCCC(=O)OC(=O)C(=C(CO)N=C(O)CO)C(C(CC)=C(C)C)c1ccc(O)cc1
1556	Cc1[nH]c([C@H](C(=O)C=O)C(=O)[C@H](C)C(=O)O)c2c(C)cccc12	Cc1[nH]c(C(C(=O)C=O)C(=O)C(C)C(=O)O)c2c(C)cccc12
1557	C/C=C(/C(=O)OC(=O)NCC(=O)O)[C@@H](c1ccccc1)c1ccccc1C/C=C\CCC(=O)O	CC=C(C(=O)OC(=O)NCC(=O)O)C(c1ccccc1)c1ccccc1CC=CCCC(=O)O
1558	O=C(O)c1ccc2c(c1O)CC=C1C(O)=Cc3occ(C(=O)O)c3[C@@H]12	O=C(O)c1ccc2c(c1O)CC=C1C(O)=Cc3occ(C(=O)O)c3C12
1559	C[C@H](/C=C\CCCC(=O)O)c1cccc(O)c1C(=O)O	CC(C=CCCCC(=O)O)c1cccc(O)c1C(=O)O
1562	CCCCOC[C@@H](C)c1cc(C)cc(CC)c1[C@H](CC)C[C@H](O)C(=O)O	CCCCOCC(C)c1cc(C)cc(CC)c1C(CC)CC(O)C(=O)O
1563	C=C(Cl)C1=C2C=CC(c3ccc(O)cc3)=C[C@H]2c2c(c(O)n3c2CCCC3)[C@H]1N	C=C(Cl)C1=C2C=CC(c3ccc(O)cc3)=CC2c2c(c(O)n3c2CCCC3)C1N
1564	COCc1nc([C@H](CC(=O)O)C(=O)O)oc1-c1cc2ccccc2o1	COCc1nc(C(CC(=O)O)C(=O)O)oc1-c1cc2ccccc2o1
1565	COc1c(F)c(C2=C[C@@H](CCCC(=O)O)c3c(O)cccc3C2)c(O)c2occ(C)c12	COc1c(F)c(C2=CC(CCCC(=O)O)c3c(O)cccc3C2)c(O)c2occ(C)c12
1566	C[C@@H](CO)C(F)(F)c1cccc2ccc(C(=O)c3c(O)[nH]c4c3[C@H](O)C=C[C@H]4C)cc12	CC1C=CC(O)c2c1[nH]c(O)c2C(=O)c1ccc2cccc(C(F)(F)C(C)CO)c2c1
1567	CO[C@H]1C2=CCc3c(O)ccc(O)c3[C@@H]2CC2=C1CCC[C@@H]2c1c(O)[nH]c(O)c1CO	COC1C2=CCc3c(O)ccc(O)c3C2CC2=C1CCCC2c1c(O)[nH]c(O)c1CO
1568	COc1cc(CC[C@@H](O)C(=O)O)cc(S(=O)(=O)NS(=O)(=O)c2ccccc2C(=O)O)c1	COc1cc(CCC(O)C(=O)O)cc(S(=O)(=O)NS(=O)(=O)c2ccccc2C(=O)O)c1
1569	C=C[C@H](O)c1cc([C@H]2CC=C(Cl)C=C2C(=O)O)c(NC)cc1C	C=CC(O)c1cc(C2CC=C(Cl)C=C2C(=O)O)c(NC)cc1C
1571	C=C(C)[C@](/C=C\C)(/C=C(\C)C(=CC(=O)c1nc(COC)c(C(=O)O)[nH]1)C(=O)O)c1cccnc1	C=C(C)C(C=CC)(C=C(C)C(=CC(=O)c1nc(COC)c(C(=O)O)[nH]1)C(=O)O)c1cccnc1
1573	O=C(O)c1c(N[C@@H](CS(=O)(=O)O)C(=O)O)[nH]c2ccc(O)cc12	O=C(O)c1c(NC(CS(=O)(=O)O)C(=O)O)[nH]c2ccc(O)cc12
1574	CCCOC[C@](CCC)(CNC(=O)CC)CNc1cc(C(=O)O)c2c(NC)c(O)ccc2c1	CCCOCC(CCC)(CNC(=O)CC)CNc1cc(C(=O)O)c2c(NC)c(O)ccc2c1
1575	CCO[C@@H]1C(C(=O)NC(=O)OC(C)=O)=CNC2=C1Cc1c(cc3c(c1C)CC=CC3)[C@@H]2O	CCOC1C(C(=O)NC(=O)OC(C)=O)=CNC2=C1Cc1c(cc3c(c1C)CC=CC3)C2O
1577	COC[C@H](Cc1cc[nH]c1C)c1ccccc1Cc1cccc2cccc(C(=O)O)c12	COCC(Cc1cc[nH]c1C)c1ccccc1Cc1cccc2cccc(C(=O)O)c12
1578	O=C(O)C[C@H]1CCNc2c1ccc1c2[C@@H]2C=c3ccccc3=CC2=C(Oc2ccccc2C(=O)O)C1	O=C(O)CC1CCNc2c1ccc1c2C2C=c3ccccc3=CC2=C(Oc2ccccc2C(=O)O)C1
1579	CO[C@@H]1C=C[C@H](C(=O)O)c2c(CCCO)c(C3CCCCC3)cc(O)c21	COC1C=CC(C(=O)O)c2c(CCCO)c(C3CCCCC3)cc(O)c21
1583	O=C(OP(=O)(O)O)C1=C2C(=CC1)[C@H](C(=O)O)C(O)=C[C@H]2C(=O)O	O=C(OP(=O)(O)O)C1=C2C(=CC1)C(C(=O)O)C(O)=CC2C(=O)O
1584	CC(=O)[C@H]1C=CCc2ccc([C@@H](CO)CC(=O)O)c([C@@H](C#N)CO)c21	CC(=O)C1C=CCc2ccc(C(CO)CC(=O)O)c(C(C#N)CO)c21
1585	COc1ccc(Oc2c(Cl)cc(O)c(C(=O)O)c2NC(=O)[C@H](O)C(=O)O)cc1C(=O)O	COc1ccc(Oc2c(Cl)cc(O)c(C(=O)O)c2NC(=O)C(O)C(=O)O)cc1C(=O)O
1588	COc1ccc(C(=O)O)c2c1[C@H](O)C=C[C@@H]2n1cc2occc2c1C	COc1ccc(C(=O)O)c2c1C(O)C=CC2n1cc2occc2c1C
1590	COc1ccc([C@@H](O)/C=C2/CC(O)=C(Cl)C=C2F)cc1OC	COc1ccc(C(O)C=C2CC(O)=C(Cl)C=C2F)cc1OC
1591	CC[C@H]1[C@H](F)CC(C)=C(C)[C@@H]1c1cc(-c2cccc(-c3cccc(C)c3O)c2)oc1CO	CCC1C(F)CC(C)=C(C)C1c1cc(-c2cccc(-c3cccc(C)c3O)c2)oc1CO
1592	Oc1cc(F)ccc1/C=C\CNc1ccc(F)cc1	Oc1cc(F)ccc1C=CCNc1ccc(F)cc1
1595	COc1ccc(C(=O)O)cc1CC[C@@H](C)c1cc(NC(=CC(=O)O)NC(=O)CN)cc(C(=O)O)c1	COc1ccc(C(=O)O)cc1CCC(C)c1cc(NC(=CC(=O)O)NC(=O)CN)cc(C(=O)O)c1
1596	CC[C@H](c1cc(C(=O)O)c(Cc2ccc(C(O)=NOC(C)=O)[nH]2)[nH]1)c1ccnc(O)c1C(=O)O	CCC(c1cc(C(=O)O)c(Cc2ccc(C(O)=NOC(C)=O)[nH]2)[nH]1)c1ccnc(O)c1C(=O)O
1597	CCOC(=O)C/C=C\C(=O)C(=CCc1cc2c(cc1OC)COC2)CC	CCOC(=O)CC=CC(=O)C(=CCc1cc2c(cc1OC)COC2)CC
1599	C/C=C/Cc1c(C(=O)O)ccc2c(O)cncc12	CC=CCc1c(C(=O)O)ccc2c(O)cncc12
1600	COCCc1c(CC(=O)OC)cc2c(c1[C@@H]1CC(OC)=Cc3cc(C(=O)O)[nH]c31)CCCC2	COCCc1c(CC(=O)OC)cc2c(c1C1CC(OC)=Cc3cc(C(=O)O)[nH]c31)CCCC2
1604	C[C@@H]1CCCc2c1cc(O)n2Cc1c(C(=O)O)ccc2c(Cl)cc(CCCC(=O)O)cc12	CC1CCCc2c1cc(O)n2Cc1c(C(=O)O)ccc2c(Cl)cc(CCCC(=O)O)cc12
1606	CCc1cccc([C@@](CCC(=O)O)(C(=O)O)c2ccc3[nH]c(O)cc3c2C(=O)O)c1	CCc1cccc(C(CCC(=O)O)(C(=O)O)c2ccc3[nH]c(O)cc3c2C(=O)O)c1
1608	CC(C)(C)c1c(F)cc(O)c(O)c1[C@H](C(=O)O)n1c(O)ccc1-c1ccc2c(O)[nH]c(O)c2c1	CC(C)(C)c1c(F)cc(O)c(O)c1C(C(=O)O)n1c(O)ccc1-c1ccc2c(O)[nH]c(O)c2c1
1611	CCO[C@@H]1CCc2ccc3cc(C=C(C(=O)O)C(=O)O)cc4c3c2C1=CC4	CCOC1CCc2ccc3cc(C=C(C(=O)O)C(=O)O)cc4c3c2C1=CC4
1612	CCc1c(OC)c(C)cc(CO)c1[C@H](O)CCC(=O)O	CCc1c(OC)c(C)cc(CO)c1C(O)CCC(=O)O
1613	C=C[C@H](NC(=CC(=O)[C@@H](N)C(=O)O)CC#N)c1c2c(cc3c(OC)cccc13)CCC[C@H]2OC	C=CC(NC(=CC(=O)C(N)C(=O)O)CC#N)c1c2c(cc3c(OC)cccc13)CCCC2OC
1614	CCCc1ccc(OCCc2ccccc2CC)c(CCO)c1C(=O)NC(=O)[C@H](O)C(=O)O	CCCc1ccc(OCCc2ccccc2CC)c(CCO)c1C(=O)NC(=O)C(O)C(=O)O
1617	COC/C=C\C=C/C=C(Cc1ccc(C(=O)O)c([C@@H](C)C(C)C)c1)C(=O)O	COCC=CC=CC=C(Cc1ccc(C(=O)O)c(C(C)C(C)C)c1)C(=O)O
1618	Cn1c(/C=C\c2ccccc2)ccc1-c1cc(S(=O)(=O)O)ccc1F	Cn1c(C=Cc2ccccc2)ccc1-c1cc(S(=O)(=O)O)ccc1F
1619	COC(=O)[C@@H](/C=C\C(=O)c1cccc(O)c1)c1cc[nH]c1	COC(=O)C(C=CC(=O)c1cccc(O)c1)c1cc[nH]c1
1620	C[C@H](CC(=O)O)Cc1ccc(O)c(C(=O)CC[C@H](C)N=C(N)N)c1	CC(CC(=O)O)Cc1ccc(O)c(C(=O)CCC(C)N=C(N)N)c1
1621	COc1ccc2cc3c([N+](=O)[O-])ccc(O[C@@H](C)CC=O)c3cc2c1	COc1ccc2cc3c([N+](=O)[O-])ccc(OC(C)CC=O)c3cc2c1
1622	Cc1cc2c(c3c1CC(Cl)=CC3)[C@@H]1C=C(O)N=CC1=C(c1c(O)c(C)c(O)c3c1CC=CC3)C2	Cc1cc2c(c3c1CC(Cl)=CC3)C1C=C(O)N=CC1=C(c1c(O)c(C)c(O)c3c1CC=CC3)C2
1623	Cc1ccc(CNC(=O)CN)c2cc(/C=C\CCC#N)cc([C@@H](C)c3cccc(O)c3C(=O)O)c12	Cc1ccc(CNC(=O)CN)c2cc(C=CCCC#N)cc(C(C)c3cccc(O)c3C(=O)O)c12
1624	N#CCC(=O)Oc1cccc2cc(/C=C(/CC=O)c3cc[nH]c3)ccc12	N#CCC(=O)Oc1cccc2cc(C=C(CC=O)c3cc[nH]c3)ccc12
1625	O=C(O)C[C@H]1C=CCc2c1c1cc(O)nc(O)c1c1cc(C(=O)O)ccc21	O=C(O)CC1C=CCc2c1c1cc(O)nc(O)c1c1cc(C(=O)O)ccc21
1627	CCNc1ccc(C(=O)CC(=O)OC(=O)[C@H]2C=C[C@H](CO)c3cc(Cl)cc(OC)c32)cc1OC	CCNc1ccc(C(=O)CC(=O)OC(=O)C2C=CC(CO)c3cc(Cl)cc(OC)c32)cc1OC
1628	CC(=O)O[C@@H](C#N)C[C@H]1C=C[C@@H](C(=O)O)c2c(C[C@H](O)C(=O)O)cccc21	CC(=O)OC(C#N)CC1C=CC(C(=O)O)c2c(CC(O)C(=O)O)cccc21
1629	C/C=C(/C(=O)O)[C@@H](Nc1cccc(OC)c1)c1cc(-c2ccccc2)c[nH]1	CC=C(C(=O)O)C(Nc1cccc(OC)c1)c1cc(-c2ccccc2)c[nH]1
1631	CC(=CC(=O)C(=O)O)/C=C\C(=Cc1cccc(Cl)c1)C(=O)O	CC(C=CC(=Cc1cccc(Cl)c1)C(=O)O)=CC(=O)C(=O)O
1632	COc1ccc(C(C)(C)c2ccsc2)c2c([C@@H](O)/N=C3/C=C(O)C=C(O)C3)ccc(O)c12	COc1ccc(C(C)(C)c2ccsc2)c2c(C(O)N=C3C=C(O)C=C(O)C3)ccc(O)c12
1633	O=C(O)C(CC(=O)[C@@H]1C(O)=C2C=CC=C[C@H]2c2cc(O)[nH]c21)C(=O)O	O=C(O)C(CC(=O)C1C(O)=C2C=CC=CC2c2cc(O)[nH]c21)C(=O)O
1634	O=C(O)CCC(=O)N(CC[C@H](C(=O)O)c1ccc(O)n1CC(=O)O)C(=O)Cc1ccccc1	O=C(O)CCC(=O)N(CCC(C(=O)O)c1ccc(O)n1CC(=O)O)C(=O)Cc1ccccc1
1636	CCCC[C@@](CCCCNCC)(CCCC(=O)O)c1cccc(OC)c1	CCCCC(CCCCNCC)(CCCC(=O)O)c1cccc(OC)c1
1638	CCC/C=C\[C@H](C)c1cc(C(=O)OCCC(=O)O)c(O)c2c(S(C)(=O)=O)cc(CC)cc12	CCCC=CC(C)c1cc(C(=O)OCCC(=O)O)c(O)c2c(S(C)(=O)=O)cc(CC)cc12
1641	O=C(O)CCCCNC1=CCc2c(O)ncc(C(=O)[C@@H](CC(=O)C(=O)O)C(=O)O)c2C1	O=C(O)CCCCNC1=CCc2c(O)ncc(C(=O)C(CC(=O)C(=O)O)C(=O)O)c2C1
1643	N[C@H](C(=O)O)C(=O)OC(=O)CC(=O)OC(=O)c1cccc2c(C(=O)O)cccc12	NC(C(=O)O)C(=O)OC(=O)CC(=O)OC(=O)c1cccc2c(C(=O)O)cccc12
1644	CCCc1cccc2c1[C@@H]([C@@H]1CCCc3ccc4cccc(CC)c4c31)C=C[C@@H]2C(=O)O	CCCc1cccc2c1C(C1CCCc3ccc4cccc(CC)c4c31)C=CC2C(=O)O
1645	CCc1c(C)c(C(C)=O)c(C)c2c1CC=C(OC)[C@H]2CC(=O)CC(=O)OC(=O)c1cccc(O)c1O	CCc1c(C)c(C(C)=O)c(C)c2c1CC=C(OC)C2CC(=O)CC(=O)OC(=O)c1cccc(O)c1O
1647	COc1cc(/C(=C/C(C)C)CC(=O)O)c2c(O)ccc(CCc3ccccc3)c2c1	COc1cc(C(=CC(C)C)CC(=O)O)c2c(O)ccc(CCc3ccccc3)c2c1
1648	C=C/C=C\Cc1c(C(=O)OC(=O)CCC)c(O)c2ccc(Cl)c3c2c1CC=C3	C=CC=CCc1c(C(=O)OC(=O)CCC)c(O)c2ccc(Cl)c3c2c1CC=C3
1649	CNC(=O)C/C(O)=N\[C@H](O)c1cc(NC(C)(C)C)cc(OC)c1O	CNC(=O)CC(O)=NC(O)c1cc(NC(C)(C)C)cc(OC)c1O
1650	CSCC(C)(C)c1c[nH]c([C@H](O)CCOc2ccccc2)c1	CSCC(C)(C)c1c[nH]c(C(O)CCOc2ccccc2)c1
1652	O=C(CO)c1cc(Nc2cccc3c2C[C@@H](O)CC3)cc(C2CCCCC2)c1	O=C(CO)c1cc(Nc2cccc3c2CC(O)CC3)cc(C2CCCCC2)c1
1655	CO[C@@H]1C(c2ccc(C(=O)O)c(O)c2NCC(=O)O)=C(O)Nc2[nH]c3cccc(C(=O)O)c3c21	COC1C(c2ccc(C(=O)O)c(O)c2NCC(=O)O)=C(O)Nc2[nH]c3cccc(C(=O)O)c3c21
1656	COC[C@@H](C(=O)OC(C)=O)c1ccccc1NC[C@H](Nc1cc(C)ccc1C(=O)O)C(=O)O	COCC(C(=O)OC(C)=O)c1ccccc1NCC(Nc1cc(C)ccc1C(=O)O)C(=O)O
1657	COCC(=O)[C@H]1C=Cc2ccccc2C1=CC(=O)c1cc(F)cc(CCC(=O)O)c1	COCC(=O)C1C=Cc2ccccc2C1=CC(=O)c1cc(F)cc(CCC(=O)O)c1
1658	COCCC(=C(C(=C[C@@H](COC)OC)C(=O)CC(=O)O)[C@@H](C)O)c1ccc(Cl)c(C)c1	COCCC(=C(C(=CC(COC)OC)C(=O)CC(=O)O)C(C)O)c1ccc(Cl)c(C)c1
1660	O=C(C1=C[C@@H](C(=O)O)c2ccccc2C1=O)c1ccn(Cc2ccc3cc(Br)ccc3c2)c1	O=C(C1=CC(C(=O)O)c2ccccc2C1=O)c1ccn(Cc2ccc3cc(Br)ccc3c2)c1
1666	CC[C@@H](O)C1=CCCC(=C/C=C(/C)CC(C)=CCOC)[C@@H]1CC(=O)O	CCC(O)C1=CCCC(=CC=C(C)CC(C)=CCOC)C1CC(=O)O
1667	N#Cc1ccccc1[C@](O)(CCCN)[C@H](O)c1ccccc1	N#Cc1ccccc1C(O)(CCCN)C(O)c1ccccc1
1668	COc1c(C)cc(OC)c2c([C@@H](NC(C)=O)C(=O)c3c(O)[nH]c(O)c3C(=O)O)cc(C)cc12	COc1c(C)cc(OC)c2c(C(NC(C)=O)C(=O)c3c(O)[nH]c(O)c3C(=O)O)cc(C)cc12
1673	C[C@@H]1C2=C(Cc3[nH]c(O)c(S(=O)(=O)O)c3C2)Cc2c1ccc1c(C(=O)O)cccc21	CC1C2=C(Cc3[nH]c(O)c(S(=O)(=O)O)c3C2)Cc2c1ccc1c(C(=O)O)cccc21
1677	CO/C=C(/C=C(/C(=O)NS(=O)(=O)O)c1cc(C(=O)C(=O)C(=O)O)ccc1F)OC	COC=C(C=C(C(=O)NS(=O)(=O)O)c1cc(C(=O)C(=O)C(=O)O)ccc1F)OC
1678	CCC(=O)OC(=O)Nc1c(CC(=O)/C=C/C(=O)O)c(C(=O)NC)cc2cccc(C)c12	CCC(=O)OC(=O)Nc1c(CC(=O)C=CC(=O)O)c(C(=O)NC)cc2cccc(C)c12
1679	Cn1cc2c(c1O)CC=C[C@H]2CC(C)(C)OC(=CC(=O)O)CCC(=O)O	Cn1cc2c(c1O)CC=CC2CC(C)(C)OC(=CC(=O)O)CCC(=O)O
1680	Cc1cc(C(=O)O)c(O)c2c1[C@H](C[C@@H](NC(=O)NC[C@H](O)CCCCCC(=O)O)C(=O)O)C(O)=CC2	Cc1cc(C(=O)O)c(O)c2c1C(CC(NC(=O)NCC(O)CCCCCC(=O)O)C(=O)O)C(O)=CC2
1681	C[C@H]1CCc2c(ccc3cc(CC(=O)O)n(Cc4ccccc4C(=O)O)c23)[C@H]1CC(=O)O	CC1CCc2c(ccc3cc(CC(=O)O)n(Cc4ccccc4C(=O)O)c23)C1CC(=O)O
1684	C[C@@H](C(=O)O)c1cc2cccc(-c3cc4c(O)ncc(O)c4[nH]3)c2[nH]1	CC(C(=O)O)c1cc2cccc(-c3cc4c(O)ncc(O)c4[nH]3)c2[nH]1
1686	Cc1ccn([C@H](C)C(=O)/C=C/[C@@H](C#N)c2c(NC(=O)CN)ccc(O)c2S(=O)(=O)O)c1CS	Cc1ccn(C(C)C(=O)C=CC(C#N)c2c(NC(=O)CN)ccc(O)c2S(=O)(=O)O)c1CS
1688	O=C(O)C[C@@H](O)Cc1cc(C(=O)O)cc2cc(OCC(C(=O)O)C(=O)O)cc(O)c12	O=C(O)CC(O)Cc1cc(C(=O)O)cc2cc(OCC(C(=O)O)C(=O)O)cc(O)c12
1689	O=C(O)c1ccc2c(c1)[nH]c1c2[nH]c2[nH]c(O)c([C@H](O)c3ccccc3)c21	O=C(O)c1ccc2c(c1)[nH]c1c2[nH]c2[nH]c(O)c(C(O)c3ccccc3)c21
1690	COc1ccc(/C=C\c2ccccc2O)c2c1CC=C[C@@H]2C	COc1ccc(C=Cc2ccccc2O)c2c1CC=CC2C
1691	CCOc1c(O)ccc(C/C=C\NCC[C@H](O)CC(=O)O)c1C(N)=O	CCOc1c(O)ccc(CC=CNCCC(O)CC(=O)O)c1C(N)=O
1694	CNC(=O)[C@@H](O)C(NCC(C)C)=C(Cc1cc(CC(C(=O)O)=C(C)CC(=O)O)ccc1O)C(=O)O	CNC(=O)C(O)C(NCC(C)C)=C(Cc1cc(CC(C(=O)O)=C(C)CC(=O)O)ccc1O)C(=O)O
1695	N#Cc1coc2ccc(CN(/C=N/OC(=O)CCC(=O)O)C(=O)O)cc12	N#Cc1coc2ccc(CN(C=NOC(=O)CCC(=O)O)C(=O)O)cc12
1698	CC(O)=N[C@@H](O)[C@@H]1C=C[C@@H](Cl)c2cc(O)c3c(c21)[C@H](O)N=C(O)N3	CC(O)=NC(O)C1C=CC(Cl)c2cc(O)c3c(c21)C(O)N=C(O)N3
1699	CCOc1cc(OC)c(C(=O)OC)c2c1CC=C[C@@H]2[C@H](O)CC	CCOc1cc(OC)c(C(=O)OC)c2c1CC=CC2C(O)CC
1700	Oc1cc2c(cn1)[C@H]1C=c3ccccc3=CC1=CC2	Oc1cc2c(cn1)C1C=c3ccccc3=CC1=CC2
1705	O=C(O)/C=C/OCc1oc2cc3cc(C(=O)O)c(Cl)cc3cc2c1O	O=C(O)C=COCc1oc2cc3cc(C(=O)O)c(Cl)cc3cc2c1O
1708	CC(=Cc1cccc2cccc(CC[C@@H]3CN=C(O)[C@H](C#N)C3)c12)C(=O)O	CC(=Cc1cccc2cccc(CCC3CN=C(O)C(C#N)C3)c12)C(=O)O
1709	CCOC(=O)CC(=O)OCc1cc(Cl)c(Cl)c(Cl)c1C(=O)NC(=O)[C@H](C(C)=O)C(=O)O	CCOC(=O)CC(=O)OCc1cc(Cl)c(Cl)c(Cl)c1C(=O)NC(=O)C(C(C)=O)C(=O)O
1710	C[C@@H](C(=O)O)C1=C(CCC(=O)O)Cc2c(ccc3c2CC=C[C@H]3C)[C@@H]1[C@H]1CC=C[C@@H](C(=O)O)C1	CC(C(=O)O)C1=C(CCC(=O)O)Cc2c(ccc3c2CC=CC3C)C1C1CC=CC(C(=O)O)C1
1712	CCCc1c(O)nc(O)c2c1[C@H](C(=O)O)C=C(F)[C@H]2O	CCCc1c(O)nc(O)c2c1C(C(=O)O)C=C(F)C2O
1713	CC1=CC[C@@H](c2ccc3c4c(cccc24)[C@H](C)C=C3CC(=O)O)C(CCS(=O)(=O)O)=C1	CC1=CCC(c2ccc3c4c(cccc24)C(C)C=C3CC(=O)O)C(CCS(=O)(=O)O)=C1
1714	COc1cccc(N(/N=C(\O)c2cc3c(CC(=O)O)cc(O)cc3[nH]2)c2ccccc2)c1	COc1cccc(N(N=C(O)c2cc3c(CC(=O)O)cc(O)cc3[nH]2)c2ccccc2)c1
